Event,State,Date,Match code,Red team 1,Red team 2,Blue team 1,Blue team 2,Red auto,Red teleop,Red endgame,Red penalty,Blue auto,Blue teleop,Blue endgame,Blue penalty
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E006-1,6929,12724,14571,7813,110,115,100,0,95,42,50,0
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E007-1,6929,12724,14571,7813,100,30,50,0,40,35,15,40
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E001-1,6929,12724,14442,11298,75,65,50,0,40,21,65,0
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E003-1,6929,12724,14442,11298,110,36,100,0,50,12,65,0
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E002-1,14999,10348,14571,7813,125,12,100,0,110,20,50,0
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E004-1,14999,10348,14571,7813,85,22,100,0,95,44,100,0
Albuquerque Qualifying Tournament,NM,2019-01-26T00:00:00.000Z,1819-NM-QTNM3-E005-1,14999,10348,14571,7813,70,14,50,0,85,45,100,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q001-1,6929,12338,12275,4287,80,85,65,0,30,9,50,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q002-1,13517,10984,13082,14599,70,29,65,0,0,2,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q003-1,11298,7582,7221,14571,40,4,15,0,0,0,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q004-1,12299,12932,15789,7649,0,4,0,0,30,25,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q005-1,13517,12275,7221,12724,0,7,50,0,65,2,30,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q006-1,12338,11298,14599,7649,0,24,40,0,60,10,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q007-1,13082,12299,7582,12932,0,0,0,0,0,10,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q008-1,4287,10984,14571,15789,0,15,65,0,30,20,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q009-1,6929,14599,7582,12724,115,61,15,0,30,32,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q010-1,10984,12932,11298,4287,80,20,40,0,60,16,50,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q011-1,12299,7221,12338,13082,0,2,0,0,0,4,25,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q012-1,7649,14571,6929,13517,70,22,100,0,85,60,50,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q013-1,12724,12275,15789,11298,60,34,50,0,30,40,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q014-1,12932,7221,10984,6929,0,4,40,0,110,75,100,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q015-1,12724,4287,7649,13082,30,36,50,0,30,20,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q016-1,14599,14571,12299,12275,50,10,65,0,55,8,15,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q017-1,7582,15789,12338,13517,0,21,15,0,45,2,25,10
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q018-1,12299,14599,4287,7221,40,4,15,50,0,16,0,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q019-1,7649,7582,12275,10984,25,22,65,10,0,22,50,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q020-1,15789,13082,11298,6929,30,14,30,0,125,40,50,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q021-1,14571,12338,12932,12724,80,10,65,0,40,26,75,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-Q022-1,13517,11298,10984,12299,40,40,50,0,90,20,30,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E006-1,6929,10984,14599,14571,135,15,50,0,135,16,75,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E007-1,6929,10984,14599,14571,120,47,50,0,110,17,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E008-1,6929,10984,14599,14571,120,59,50,0,85,21,65,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E001-1,6929,10984,12724,13517,80,87,50,0,85,40,100,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E003-1,6929,10984,12724,13517,110,95,50,0,75,30,100,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E005-1,6929,10984,12724,13517,135,31,100,0,60,32,100,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E002-1,12338,7649,14599,14571,0,7,50,0,95,27,75,0
Alamogordo Qualifying Tournament,NM,2019-01-12T00:00:00.000Z,1819-NM-QTNM1-E004-1,12338,7649,14599,14571,65,4,40,0,110,19,75,10
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q001-1,14392,5397,15202,12566,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q002-1,14456,14274,14747,11473,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q003-1,6032,3565,15093,8379,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q004-1,10560,14455,15590,12897,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q005-1,8644,14456,4029,3737,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q006-1,3565,12566,10560,14747,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q007-1,15093,14392,14455,4029,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q008-1,11473,15202,12897,6032,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q009-1,8644,15590,14274,5397,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q010-1,3737,12897,8379,14392,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q011-1,8644,3565,15202,14456,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q012-1,11473,3737,12566,15093,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q013-1,4029,10560,14274,6032,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q014-1,5397,8379,14455,14747,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q015-1,15590,14392,3565,11473,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q016-1,12897,15093,14747,8644,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q017-1,15202,4029,8379,15590,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q018-1,14456,3737,10560,5397,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q019-1,6032,14455,12566,14274,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q020-1,11473,8379,8644,10560,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q021-1,12566,15590,14456,15093,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q022-1,14274,14455,3737,15202,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q023-1,12897,4029,5397,3565,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-Q024-1,14747,6032,14392,8644,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E005-1,8644,4029,3565,12897,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E006-1,8644,4029,3565,12897,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E001-1,8644,4029,6032,8379,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E003-1,8644,4029,6032,8379,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E002-1,3565,12897,12566,15590,-1,-1,-1,-1,-1,-1,-1,-1
Robostorm 4.3,MA,2019-02-02T00:00:00.000Z,1819-MA-RS44-E004-1,3565,12897,12566,15590,-1,-1,-1,-1,-1,-1,-1,-1
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q001-1,14170,11205,5637,12414,55,4,0,0,0,11,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q002-1,12331,28,14112,9094,0,0,0,0,0,4,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q003-1,6761,4654,15552,7486,0,0,0,40,0,0,50,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q004-1,10870,14903,12399,10949,45,6,0,0,0,6,25,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q005-1,8490,11995,13585,14112,60,16,100,0,40,13,65,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q006-1,9094,7486,10949,11205,65,30,50,0,30,2,0,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q007-1,10870,5637,6761,12331,0,10,30,0,0,0,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q008-1,13585,15552,12399,12414,0,5,65,0,30,4,30,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q009-1,14903,8490,14170,4654,30,0,50,0,45,13,0,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q010-1,28,10949,5637,11995,45,8,25,0,65,2,65,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q011-1,14170,12399,4654,9094,0,4,30,0,0,5,0,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q012-1,28,6761,8490,12414,0,12,0,0,30,0,65,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q013-1,12331,10870,7486,13585,0,13,65,0,45,28,50,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q014-1,14112,11205,14903,15552,60,14,15,0,40,2,65,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q015-1,7486,14170,11995,28,30,9,40,0,30,14,0,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q016-1,9094,13585,14903,5637,55,0,50,0,45,6,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q017-1,10949,8490,15552,12331,70,0,100,0,10,4,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q018-1,11205,12399,11995,6761,10,6,15,0,0,12,75,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q019-1,12414,14112,4654,10870,30,12,30,0,20,22,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q020-1,7486,5637,8490,12399,10,15,65,0,30,6,50,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q021-1,11995,12331,12414,14903,30,13,100,0,85,11,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q022-1,10949,6761,14112,14170,0,10,25,0,55,8,40,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q023-1,13585,4654,11205,28,50,27,65,10,10,7,15,40
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-Q024-1,15552,10870,9094,14170,35,12,30,0,30,2,25,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E005-1,7486,8490,11995,13585,30,30,100,0,125,16,100,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E006-1,7486,8490,11995,13585,60,35,100,0,75,21,100,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E001-1,7486,8490,14112,14170,30,30,100,10,55,8,30,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E003-1,7486,8490,14112,14170,60,30,100,0,85,4,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E002-1,11995,13585,15552,14903,125,22,100,10,0,2,15,0
Hudson Valley Peekskill Qualifying Tournament,NY,2019-01-12T00:00:00.000Z,1819-NY-HVPQ2-E004-1,11995,13585,15552,14903,75,17,50,0,10,26,30,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q001-1,15548,13477,15092,14314,60,11,25,0,110,5,65,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q002-1,6040,15595,14079,14039,0,16,15,0,70,86,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q003-1,11251,11723,12708,12667,85,6,15,0,0,4,0,10
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q004-1,133,9725,12956,3615,30,15,65,0,25,17,25,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q005-1,5436,5060,13950,9480,70,22,100,10,80,4,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q006-1,14273,11251,133,8470,85,22,15,0,0,0,25,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q007-1,12708,6040,5060,15548,0,8,15,0,0,6,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q008-1,12667,9725,14039,14314,15,7,15,0,135,70,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q009-1,11723,14079,5436,14273,60,10,100,30,60,10,100,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q010-1,13477,13950,12956,15595,45,10,65,0,25,10,0,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q011-1,9480,3615,15092,8470,15,17,15,0,70,6,65,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q012-1,133,6040,12667,5436,0,17,65,0,30,31,65,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q013-1,9480,13477,14079,9725,0,6,15,0,65,2,100,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q014-1,14039,15548,13950,11251,60,2,0,0,65,10,100,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q015-1,12956,5060,14273,15092,0,10,50,0,60,18,15,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q016-1,15595,14314,8470,12708,0,5,50,0,0,2,0,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q017-1,3615,14039,11723,5060,15,75,0,0,30,10,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q018-1,14314,9480,6040,14273,0,18,50,0,105,15,65,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q019-1,8470,12956,12667,15548,25,12,15,0,30,2,0,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q020-1,12708,13950,133,14079,55,10,50,0,100,4,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q021-1,11723,15092,9725,15595,40,2,15,0,0,8,15,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q022-1,11251,5436,3615,13477,45,12,50,0,15,7,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q023-1,15548,133,9480,11723,30,0,65,0,30,12,15,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q024-1,14314,14079,11251,12956,95,17,50,0,115,8,15,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q025-1,15595,14273,3615,12667,80,15,50,0,25,17,30,10
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q026-1,13950,8470,9725,6040,30,16,0,0,45,20,0,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q027-1,15092,12708,5436,14039,65,12,0,0,110,37,50,0
Rocket Rumble,MA,2019-02-02T00:00:00.000Z,1819-MA-MAQ7-Q028-1,5060,133,13477,12667,70,7,65,0,0,6,40,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q001-1,13453,12989,11901,11635,10,0,50,0,0,4,0,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q002-1,11056,15774,11192,12201,30,28,75,0,0,0,50,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q003-1,12817,12797,12016,14781,55,34,65,0,30,26,15,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q004-1,11226,15245,15811,9662,0,4,15,0,35,20,15,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q005-1,11530,15637,13962,14869,0,12,50,10,30,31,100,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q006-1,15768,11808,11056,13056,10,40,65,10,30,8,50,30
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q007-1,11635,12797,12201,13962,30,50,25,0,30,10,50,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q008-1,12016,11901,14869,15245,0,24,65,10,0,8,15,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q009-1,11192,11808,12989,15811,40,47,50,10,0,0,0,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q010-1,13453,12817,15768,15774,10,2,50,30,25,17,15,40
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q011-1,13056,14781,11530,11226,30,10,40,20,0,4,15,100
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q012-1,15637,11808,9662,12016,30,16,50,10,0,12,15,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q013-1,11226,13962,12817,12989,30,14,50,0,0,6,0,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q014-1,14869,15768,12201,15811,0,7,15,10,0,8,30,20
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q015-1,13056,12797,15637,13453,65,35,50,0,30,4,0,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q016-1,11635,11192,15245,11530,30,10,75,0,0,14,25,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q017-1,9662,14781,11056,11901,45,23,15,30,40,14,50,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q018-1,15811,12016,15774,11635,25,15,50,20,10,14,40,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q019-1,13056,11901,13962,11192,15,12,15,0,30,23,100,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q020-1,15245,15637,14781,15768,30,18,65,0,10,26,65,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q021-1,14869,11056,11226,13453,0,6,25,0,10,0,15,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q022-1,15774,9662,12797,12989,35,2,30,0,40,27,25,10
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q023-1,12201,11530,11808,12817,10,2,15,0,0,6,50,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q024-1,11226,15768,12016,11192,10,10,15,0,0,10,15,60
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q025-1,15811,11530,12797,11056,0,2,0,0,70,57,100,40
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q026-1,14781,13962,11808,13453,60,4,75,0,25,14,30,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q027-1,9662,14869,11635,12817,35,11,15,0,0,8,75,0
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q028-1,12989,12201,15245,13056,15,2,40,0,0,8,15,20
Israel Scrimmage South,,2019-01-02T00:00:00.000Z,1819-ISR-ISS1-Q029-1,11901,11226,15774,15637,0,6,15,10,0,31,75,20
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q001-1,4221,14393,15386,14264,70,11,15,0,15,12,30,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q002-1,12995,9835,5979,14733,60,39,50,0,0,10,0,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q003-1,10072,15500,9187,11711,40,10,40,0,85,33,100,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q004-1,6747,6988,8433,15260,55,14,50,0,30,8,50,10
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q005-1,9187,11518,12974,7377,70,10,15,0,45,4,0,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q006-1,15260,12995,9835,14393,45,4,15,0,110,8,100,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q007-1,15500,12974,8433,14264,60,10,50,0,70,10,0,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q008-1,11518,4221,14733,10072,50,8,15,0,45,10,15,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q009-1,5979,7377,6747,11711,0,14,0,10,100,20,50,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q010-1,15386,9835,6988,11518,105,30,65,0,0,8,0,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q011-1,15500,6747,14393,10072,110,8,0,0,110,20,100,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q012-1,14733,6988,7377,14264,10,8,15,0,0,8,15,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q013-1,11711,8433,12995,4221,85,11,50,0,45,33,65,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q014-1,15260,9187,5979,15386,55,4,65,0,0,12,65,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q015-1,12974,10072,6988,12995,70,14,100,0,135,23,50,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q016-1,9835,9187,14264,6747,90,47,100,40,55,19,65,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q017-1,14393,5979,11518,8433,95,17,50,0,30,14,65,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q018-1,7377,15260,4221,15500,40,12,40,0,30,18,65,0
Southern Georgia League Tournament,GA,2019-01-26T00:00:00.000Z,1819-GA-SGLT1-Q019-1,11711,15386,12974,14733,40,33,65,0,40,12,30,0
